price,bath,balcony,bhk,price_per_sqft,new_total_sqft,site_location
122,3,2,3,6861.642295,1778,Whitefield
45,2,1,2,4090.909091,1100,other
65,2,2,2,4391.891892,1480,Hennur Road
81,2,1,2,5964.653903,1358,Marathahalli
27,1,1,1,4655.172414,580,Electronics City Phase 1
63,2,1,2,5263.157895,1197,Choodasandra
170,2,1,4,14166.66667,1200,HRBR Layout
110,3,1,3,6451.612903,1705,Lingadheeranahalli
37.83,2,1,3,2887.78626,1310,Electronic City Phase II
67.9,2,0,2,5998.233216,1132,Hoodi
140,3,0,3,11666.66667,1200,other
55,2,1,2,6756.756757,814,other
90,3,2,3,5714.285714,1575,Electronic City
66,2,1,2,5069.124424,1302,Pattandur Agrahara
175,8,1,6,9722.222222,1800,Sultan Palaya
196,4,2,3,9766.792904,2006.8,Hegde Nagar
44,2,2,2,4000,1100,other
225,5,2,5,16666.66667,2400,other
37,2,2,2,4457.831325,830,other
19.5,1,1,1,4482.758621,435,Electronic City
120,3,0,3,7547.169811,1590,other
33.06,2,1,2,2900,1140,Electronic City Phase II
59.8,2,2,2,5486.238532,1090,Kasavanhalli
106,3,3,3,5515.08845,1922,Thanisandra
67,2,1,2,6943.005181,965,Thanisandra
40.95,2,1,2,4637.599094,883,Mysore Road
42.47,2,1,2,3999.05838,1062,8th Phase JP Nagar
32.67,2,0,2,3000,1089,Electronic City Phase II
43.1,2,1,3,3173.784978,1358,Babusapalaya
87,2,1,2,7851.98556,1108,Hoodi
79,2,1,2,6599.832916,1197,Harlur
50,2,1,2,4201.680672,1190,Sarjapur  Road
225,6,2,4,11454.44859,3754,other
117,3,1,3,6689.536878,1749,Vijayanagar
215,3,2,4,12285.71429,1750,Sarjapur  Road
104,3,2,3,6150.206978,1691,Kasavanhalli
100,3,2,3,6901.311249,1449,Electronic City
87.72,0,2,3,5398.153846,1625,Bommanahalli
80,2,1,2,5714.285714,1400,Whitefield
37.83,2,1,3,2887.78626,1310,Electronic City
48,2,1,2,4363.636364,1100,other
53.51,2,2,3,4350.406504,1230,other
130,3,2,3,7428.571429,1750,Green Glen Layout
100,3,2,3,6896.551724,1450,7th Phase JP Nagar
126,3,2,3,6961.325967,1810,Haralur Road
62.3,2,1,2,5000,1246,Vittasandra
85,3,2,3,5985.915493,1420,Brookefield
187,5,3,4,7035.364936,2658,Old Airport Road
89.6,2,3,3,6179.310345,1450,other
225,4,1,4,19166.66667,1200,other
62,2,2,2,4535.479151,1367,other
170,3,2,3,7542.147294,2254,Talaghattapura
42,2,2,2,3620.689655,1160,Begur Road
185,4,0,5,15416.66667,1200,Sanjay nagar
75,3,3,3,4383.40152,1711,Kadugodi
112,6,3,9,14933.33333,750,other
37.97,2,2,2,3390.178571,1120,Raja Rajeshwari Nagar
47,2,1,2,4947.368421,950,Kaggalipura
145,2,2,2,9294.871795,1560,Basavangudi
125,15,0,14,10000,1250,other
60,2,2,2,4897.959184,1225,Kanakpura Road
66,2,0,3,5500,1200,TC Palaya
77,2,3,2,5746.268657,1340,other
145,3,3,3,7854.821235,1846,Sarjapur  Road
46,2,1,2,3982.683983,1155,Dodda Nekkundi
70,2,1,2,5809.128631,1205,Balagere
36,2,1,2,3157.894737,1140,Thanisandra
38.65,2,2,2,3390.350877,1140,Raja Rajeshwari Nagar
63,2,1,3,4846.153846,1300,Jalahalli East
60,2,2,2,5708.848716,1051,Bellandur
45.36,2,1,2,4000,1134,Uttarahalli
225,4,1,3,10400,2500,Kodihalli
225,9,2,8,15833.33333,12000,other
32.91,2,2,2,2899.559471,1135,other
77,3,2,3,4412.60745,1745,other
92,5,2,5,18400,500,Banashankari
105,3,2,3,6306.306306,1665,other
48.79,2,2,2,3999.180328,1220,other
113,3,2,3,6049.250535,1868,Kanakpura Road
45,3,0,3,7031.25,640,Anandapura
200,4,2,4,8695.652174,2300,other
76,2,1,2,6280.991736,1210,other
77,2,1,2,5699.481865,1351,Ambalipura
119,3,1,3,7273.838631,1636,Hebbal
225,6,1,5,18750,2400,R.T. Nagar
56,2,2,2,3825.136612,1464,Haralur Road
12,1,1,1,2870.813397,418,Attibele
62,2,2,2,4630.321135,1339,Kanakpura Road
195,4,2,3,8227.848101,2370,Bannerghatta
74.5,2,2,3,4869.281046,1530,Rachenahalli
46,2,1,2,4181.818182,1100,other
58,3,2,3,4296.296296,1350,7th Phase JP Nagar
52,2,2,2,4031.007752,1290,Marathahalli
35.23,2,1,3,2887.704918,1220,Bommasandra Industrial Area
155,3,2,3,8396.533044,1846,Sarjapur  Road
135,3,2,3,7309.149973,1847,Hegde Nagar
225,4,2,4,11290.32258,3100,Whitefield
110,2,2,2,7692.307692,1430,Hoodi
45,2,1,2,4812.834225,935,Old Madras Road
85,3,1,3,6296.296296,1350,Attibele
60,3,1,3,11111.11111,540,Kammanahalli
96.5,3,2,3,6069.18239,1590,Hennur Road
67,3,1,3,5209.953344,1286,other
40,2,2,2,3505.696757,1141,other
130,3,3,2,8365.508366,1554,Shivaji Nagar
225,3,3,3,12215.90909,3520,Hebbal
225,7,3,5,22666.66667,7500,Malleshwaram
112,3,2,3,6403.659234,1749,Harlur
225,5,1,5,16000,2250,other
45,2,3,2,3947.368421,1140,other
128,3,1,4,7843.137255,1632,Bommenahalli
41,2,1,3,4100,1000,Ramamurthy Nagar
58,2,1,2,5446.00939,1065,other
96,2,2,3,6315.789474,1520,Haralur Road
43,2,1,3,4000,1075,Bisuvanahalli
115,7,3,7,2300000,5,other
52.36,2,2,3,3402.209227,1539,Gubbalala
115,2,2,2,8569.299553,1342,Sector 7 HSR Layout
49,2,1,2,4880.478088,1004,HBR Layout
95,2,2,2,7335.907336,1295,Ramagondanahalli
74,2,1,2,6739.526412,1098,Thanisandra
45.5,2,1,2,4252.336449,1070,Kothanur
40,2,2,2,3937.007874,1016,Hosa Road
68,3,1,3,4689.655172,1450,Bellandur
37,1,1,1,5657.492355,654,Yelahanka
225,4,2,4,12949.03926,5985,Koramangala
38,2,2,2,3518.518519,1080,Yelachenahalli
75,2,1,2,7170.172084,1046,Vijayanagar
165,3,3,3,8461.538462,1950,Domlur
84.53,3,1,3,5250.310559,1610,Bhoganhalli
115,3,2,3,4612.916165,2493,Doddakallasandra
50.5,2,2,2,4387.48914,1151,Ramagondanahalli
58,2,1,2,5155.555556,1125,Electronic City
25.79,2,2,2,2599.798387,992,Kammasandra
60,3,2,2,6000,1000,1st Block Jayanagar
225,3,2,5,21250,2400,Banashankari Stage II
90,3,2,3,4864.864865,1850,Bommanahalli
75,2,1,2,6388.415673,1174,Harlur
225,0,2,3,8511.837655,2661,Hebbal
45,2,1,2,4090.909091,1100,Sultan Palaya
38.33,2,1,2,3500.456621,1095,Raja Rajeshwari Nagar
225,3,1,3,11480.44693,3580,Banashankari
155,4,3,3,17222.22222,900,Choodasandra
42,2,0,3,3881.700555,1082,other
47.24,2,3,3,3499.259259,1350,Uttarahalli
78,2,2,2,5936.073059,1314,Kadugodi
40.63,2,3,2,3149.612403,1290,other
55,2,2,2,5445.544554,1010,Kaggadasapura
110,2,0,2,5000,2200,Shivaji Nagar
97,3,2,3,5929.095355,1636,other
39,2,2,2,3714.285714,1050,9th Phase JP Nagar
200,2,2,2,16666.66667,1200,7th Phase JP Nagar
125,2,2,3,8223.684211,1520,Haralur Road
110,5,2,5,4400,2500,5th Phase JP Nagar
60,2,1,2,5623.242737,1067,Sarjapur  Road
35,2,2,2,3301.886792,1060,NRI Layout
35.28,2,1,2,3694.240838,955,Bommasandra
104,2,2,2,7334.273625,1418,Thigalarapalya
225,8,2,9,18750,1200,8th Phase JP Nagar
19.4,1,0,2,2771.428571,700,Anekal
83,2,1,2,6076.1347,1366,Kanakpura Road
35.03,2,2,2,3213.761468,1090,Electronic City
58,3,2,3,4640,1250,Jigani
225,4,3,4,12500,3600,other
33,2,1,2,3473.684211,950,Electronics City Phase 1
170,2,2,2,11564.62585,1470,Indira Nagar
40,2,2,2,3200,1250,Yelahanka
180,4,1,4,22500,800,HBR Layout
94.55,2,2,3,6328.647925,1494,Badavala Nagar
105,2,1,3,7266.435986,1445,Hennur Road
105,3,3,3,7516.105941,1397,Kundalahalli
40,1,1,1,6600.660066,606,Vijayanagar
34.5,2,1,2,4006.968641,861,Gollarapalya Hosahalli
40,2,2,2,3418.803419,1170,Devarachikkanahalli
225,6,2,4,14343.7627,2461,Koramangala
75,2,1,2,6224.06639,1205,Marathahalli
200,4,0,8,16339.86928,1224,other
75,1,0,1,11363.63636,660,Rajaji Nagar
43.5,2,2,2,3772.766696,1153,Dommasandra
225,5,3,5,11458.33333,2400,OMBR Layout
225,7,3,5,6533.333333,4500,Old Madras Road
62,2,2,2,5166.666667,1200,Vijayanagar
42,3,3,3,2896.551724,1450,other
60,2,2,2,5267.778753,1139,Budigere
105,3,2,3,6862.745098,1530,Green Glen Layout
225,6,2,6,48484.84848,825,other
101,3,3,3,6412.698413,1575,Electronic City
25,1,1,1,3846.153846,650,Whitefield
40,2,2,2,3571.428571,1120,other
80,3,1,3,4705.882353,1700,Akshaya Nagar
48,2,2,2,4403.669725,1090,Varthur
93,4,2,3,4902.477596,1897,Akshaya Nagar
72,3,2,3,6000,1200,other
40,2,1,2,5714.285714,700,Kanakpura Road
71.13,2,1,2,4949.895616,1437,Thanisandra
120,3,1,3,6465.517241,1856,Ambedkar Nagar
65,2,0,3,4333.333333,1500,other
59.45,2,1,2,5738.416988,1036,Hennur Road
90,8,2,6,3000,3000,other
40,2,2,2,3555.555556,1125,Mico Layout
55.44,2,3,3,4200,1320,Uttarahalli
225,4,1,3,13995.48533,2215,Malleshwaram
16,1,1,2,2424.242424,660,Electronic City
110,3,3,3,6358.381503,1730,Marathahalli
85,4,0,4,11333.33333,750,other
115,3,1,3,6374.722838,1804,Talaghattapura
140,3,2,3,7799.442897,1795,Thanisandra
50,2,1,2,4761.904762,1050,7th Phase JP Nagar
120,3,3,3,5714.285714,2100,Dasarahalli
48.5,2,1,3,4045.037531,1199,Rayasandra
225,2,2,3,20740.74074,1350,other
47,2,2,2,4272.727273,1100,other
75,1,1,2,7500,1000,other
70,2,2,3,5582.137161,1254,Kanakapura
70,8,2,8,11666.66667,600,other
49,2,2,2,5212.765957,940,Electronics City Phase 1
80,2,2,2,6250,1280,BTM 2nd Stage
125,3,3,4,5800.464037,2155,Whitefield
140,5,3,5,4375,3200,Sarjapur  Road
225,4,3,4,6384.976526,4260,Kasavanhalli
95,2,1,3,7569.721116,1255,Hebbal
69.99,3,3,3,5042.507205,1388,other
52,1,1,1,5745.856354,905,Whitefield
44,2,2,2,3741.496599,1176,other
61.16,2,2,3,4400,1390,Uttarahalli
225,4,2,4,16666.66667,2400,Giri Nagar
55,2,1,2,4741.37931,1160,Sahakara Nagar
140,4,3,4,5000,2800,Seegehalli
205,4,2,4,17083.33333,1200,5th Block Hbr Layout
115,3,3,3,7264.687303,1583,Marathahalli
63,3,2,3,5031.948882,1252,Jigani
86,2,2,2,7350.42735,1170,other
51,2,2,3,3777.777778,1350,Bannerghatta Road
30,2,2,2,2790.697674,1075,Gottigere
40,2,2,2,4115.226337,972,Hosa Road
83.22,3,1,3,5600.269179,1486,Bannerghatta Road
37,1,0,2,6666.666667,555,Margondanahalli
225,5,1,4,8074.534161,4830,other
75,2,1,2,8823.529412,850,other
178,3,2,3,13884.55538,1282,Binny Pete
198,4,3,4,7096.774194,2790,Hebbal
215,5,1,4,9022.240873,2383,Sarjapur  Road
55,2,1,2,4986.400725,1103,other
67,3,2,3,4248.57324,1577,Rayasandra
80.01,3,2,3,5461.433447,1465,Yelahanka
64,3,1,3,4000,1600,other
45,2,2,2,4128.440367,1090,Uttarahalli
80.86,3,3,3,4698.431145,1721,Yelahanka
55,2,1,2,5000,1100,other
71,3,2,3,4896.551724,1450,Varthur
62,2,1,2,5788.98226,1071,Battarahalli
169,3,2,3,7458.075905,2266,Old Madras Road
130,3,2,3,6295.399516,2065,other
90,3,2,3,5000,1800,Kanakpura Road
125,2,2,2,10869.56522,1150,other
220,8,2,8,18333.33333,1200,other
56,2,1,2,4986.642921,1123,Hormavu
98,3,3,3,5201.698514,1884,Akshaya Nagar
85,4,2,7,9139.784946,930,1st Block Jayanagar
75,2,1,2,6550.218341,1145,Lakshminarayana Pura
60,2,2,3,4518.072289,1328,Hebbal
55,2,1,2,5789.473684,950,Subramanyapura
59,2,2,2,4720,1250,other
46,2,0,2,4125.560538,1115,other
54,3,1,3,4097.116844,1318,Gollarapalya Hosahalli
160,4,3,3,4848.484848,3300,JP Nagar
48,2,1,2,3750,1280,Kalyan nagar
59,2,2,2,4796.747967,1230,Whitefield
60,2,2,3,4225.352113,1420,Raja Rajeshwari Nagar
120,4,3,3,5684.509711,2111,Kasavanhalli
54,2,1,2,4909.090909,1100,Vidyaranyapura
136,3,2,3,7771.428571,1750,Harlur
225,4,2,3,11372.54902,2550,other
35,1,2,2,5000,700,Shampura
42,2,1,2,4000,1050,Uttarahalli
90,2,3,2,7287.449393,1235,Uttarahalli
63,2,0,2,5250,1200,Yeshwanthpur
30,2,0,2,3333.333333,900,Kengeri
38,2,1,2,3315.881326,1146,Thanisandra
110,4,1,4,9166.666667,1200,Yeshwanthpur
200,1,1,1,8333.333333,2400,Banashankari
108,5,2,6,9000,1200,Marathahalli
24,1,1,1,3902.439024,615,Devarachikkanahalli
49.65,2,1,2,4640.186916,1070,Mysore Road
225,5,2,5,19505.85176,1538,Rajaji Nagar
58.25,2,3,3,4298.892989,1355,Poorna Pragna Layout
225,2,1,4,9253.246753,3080,other
80,3,3,3,4444.444444,1800,Kundalahalli
50.06,2,3,3,3575.714286,1400,Begur Road
48,2,1,2,4274.265361,1123,Uttarahalli
130,2,1,4,10833.33333,1200,Konanakunte
31,2,1,2,3939.008895,787,Kengeri
45,2,1,3,4158.96488,1082,Kambipura
41,2,1,2,3740.875912,1096,Seegehalli
140,7,2,7,11666.66667,1200,Vidyaranyapura
130,3,1,3,11403.50877,1140,R.T. Nagar
52,2,1,2,4601.769912,1130,other
12,1,1,1,2181.818182,550,Electronic City
85,2,2,2,8034.026465,1058,Mahadevpura
73,2,1,3,5752.561072,1269,Hebbal
140,3,2,3,14799.15433,946,Prithvi Layout
225,6,2,4,12352.94118,3400,other
225,6,2,4,9111.193752,2689,Kanakpura Road
65.21,3,3,3,3300.101215,1976,Hennur Road
77,3,3,3,4230.769231,1820,Kothanur
56,2,1,3,4213.694507,1329,Uttarahalli
80.99,2,1,3,5999.259259,1350,Kathriguppe
175,3,0,4,14000,1250,Nagarbhavi
40,2,1,2,3319.502075,1205,Whitefield
98,6,2,6,12250,800,other
71.5,2,2,2,5339.805825,1339,Kanakpura Road
35,2,0,2,3731.343284,938,Uttarahalli
25,1,1,1,5555.555556,450,other
70,2,2,2,6363.636364,1100,BTM 2nd Stage
95,3,1,4,15833.33333,600,2nd Stage Nagarbhavi
40,2,1,2,3773.584906,1060,Yelahanka
40,2,2,2,3555.555556,1125,Whitefield
21,1,0,1,2592.592593,810,Whitefield
65,2,1,2,6132.075472,1060,Bellandur
90,4,0,4,5145.797599,1749,Anandapura
75,2,2,3,6250,1200,Sahakara Nagar
85,2,1,2,7727.272727,1100,other
32.64,1,0,1,4800,680,Rachenahalli
48,4,2,4,6666.666667,720,Jalahalli East
225,7,2,5,14365.64343,6613,Gunjur
110,3,3,3,5714.285714,1925,Hoodi
25,1,1,1,4980.079681,502,Kengeri
225,3,0,3,7487.271638,3339,Bommenahalli
74,2,2,3,5016.949153,1475,Begur
225,3,2,3,16645.16129,1550,other
49,2,1,2,5072.463768,966,other
160,6,3,6,11851.85185,1350,other
75,2,2,2,5769.230769,1300,Haralur Road
225,4,1,5,7954.545455,4400,other
120,3,2,3,7697.241822,1559,Kogilu
63,2,1,2,5056.179775,1246,Vittasandra
225,3,0,3,34050.17921,2790,Rajaji Nagar
53.58,2,3,3,3800,1410,Begur Road
75,3,0,4,5769.230769,1300,Varthur Road
58,2,2,2,4331.590739,1339,Kanakpura Road
75,4,1,4,8333.333333,900,other
35.5,2,1,2,3215.57971,1104,Channasandra
45,2,2,2,5000,900,Sultan Palaya
79,2,2,3,5096.774194,1550,other
35,1,1,1,5223.880597,670,Kanakpura Road
98,2,1,2,6608.226568,1483,Jakkur
70,2,2,3,4545.454545,1540,other
100,7,3,8,8333.333333,1200,other
54.5,2,1,2,4342.629482,1255,Hennur
100,3,2,3,16666.66667,600,OMBR Layout
110,2,2,2,10617.76062,1036,other
75,2,2,3,5136.986301,1460,Bannerghatta Road
58,2,1,2,4715.447154,1230,Devarachikkanahalli
60,2,2,2,4477.61194,1340,Kanakpura Road
61.37,3,3,3,3835.625,1600,Yelenahalli
200,3,1,3,9250.693802,2162,Hegde Nagar
40,2,2,2,4352.557127,919,Electronic City
38.9,2,2,2,3635.514019,1070,other
85,2,3,3,4904.789383,1733,Hosur Road
72,3,3,3,5896.805897,1221,Jigani
36.44,2,1,2,3500.480307,1041,other
149,4,2,4,5843.137255,2550,Ambalipura
70,3,1,3,5000,1400,Shampura
55,2,0,1,9166.666667,600,Anjanapura
40,2,2,1,5633.802817,710,Nagarbhavi
78.25,2,1,3,5216.666667,1500,Electronic City
225,6,2,4,7591.287636,3122,Thigalarapalya
175,3,3,3,8491.023775,2061,Akshaya Nagar
225,5,2,5,13541.66667,2400,Brookefield
95,2,1,3,7569.721116,1255,Hebbal
140,7,3,7,5773.195876,2425,Malleshwaram
55,2,1,2,5334.626576,1031,Electronic City Phase II
74,2,1,2,6115.702479,1210,Balagere
40,2,1,2,4210.526316,950,Anjanapura
156,4,1,4,11337.2093,1376,other
55.15,2,1,2,4750.215332,1161,Hosa Road
44.17,2,2,2,3389.869532,1303,Raja Rajeshwari Nagar
105,2,2,2,7404.795487,1418,Thigalarapalya
65,2,1,2,5416.666667,1200,Kengeri Satellite Town
175,3,2,3,9589.041096,1825,Basavangudi
48,2,0,2,4729.064039,1015,Bannerghatta Road
60,2,0,3,5217.391304,1150,other
40,2,1,2,3960.39604,1010,Singasandra
75,3,1,3,4973.474801,1508,other
87,2,1,2,6823.529412,1275,7th Phase JP Nagar
70,3,1,3,4794.520548,1460,7th Phase JP Nagar
58,2,2,2,6131.078224,946,Old Airport Road
58,2,2,2,5225.225225,1110,other
125,3,1,3,6823.144105,1832,Hennur Road
61.45,2,2,2,5647.977941,1088,Hebbal
104,3,1,3,6649.616368,1564,Thanisandra
35.02,2,1,2,3400,1030,Kadugodi
27,2,0,2,4090.909091,660,9th Phase JP Nagar
95,3,1,3,5588.235294,1700,Sarjapur  Road
121,5,2,4,11000,1100,other
62.9,2,2,2,5219.917012,1205,Panathur
90,3,2,3,4615.384615,1950,other
62,2,1,2,5740.740741,1080,other
140,4,2,4,5000,2800,Ardendale
43.66,2,1,2,4370.37037,999,other
175,4,3,4,19444.44444,900,other
89.76,2,1,2,6904.615385,1300,Kanakpura Road
78,2,1,2,6166.007905,1265,HRBR Layout
42,2,2,2,3500,1200,Attibele
106,4,0,4,5369.807497,1974,Bhoganhalli
40,2,2,2,3389.830508,1180,other
63,2,3,3,4666.666667,1350,Amruthahalli
65,2,2,3,4166.666667,1560,Kodichikkanahalli
225,2,0,2,23214.28571,2800,other
41.23,2,1,2,3800,1085,Hosakerehalli
75,2,2,3,5769.230769,1300,Vijayanagar
56,3,2,3,3500,1600,Marathahalli
55,2,2,2,4880.212955,1127,other
32,2,2,2,4025.157233,795,Kengeri Satellite Town
88,3,2,3,4756.756757,1850,Nagarbhavi
29.45,2,1,2,2887.254902,1020,Bommasandra Industrial Area
200,2,1,3,13559.32203,1475,other
96.25,3,3,3,8020.833333,1200,other
47,2,1,3,3494.423792,1345,Uttarahalli
25.4,2,1,2,2991.755006,849,Kaikondrahalli
135,3,2,3,7913.247362,1706,Kanakpura Road
180,4,1,4,8571.428571,2100,Yelahanka
65,2,2,3,5200,1250,other
63.58,3,3,3,5046.031746,1260,Kanakpura Road
65,2,1,3,5138.339921,1265,Horamavu Agara
45,2,1,3,3571.428571,1260,Abbigere
58,2,1,2,5550.239234,1045,Jalahalli
225,4,2,4,12708.60077,3895,Hebbal Kempapura
19.8,1,0,1,4800,412.5,Rachenahalli
62,2,3,2,5636.363636,1100,Bellandur
50,2,1,2,4492.362983,1113,Kudlu Gate
208,4,3,4,7498.197549,2774,Old Airport Road
60,2,1,2,4958.677686,1210,Varthur
30.84,1,1,1,4405.714286,700,Kogilu
55.5,2,1,2,4805.194805,1155,Kanakpura Road
89,2,1,2,7862.190813,1132,Hoodi
104,2,2,2,7652.685798,1359,Hennur Road
200,3,2,4,7601.672368,2631,other
56,2,2,2,4890.829694,1145,Kothanur
30,1,1,1,5000,600,5th Phase JP Nagar
125,1,1,1,10416.66667,1200,Laggere
60,2,1,2,7228.915663,830,other
56,2,2,2,5550.049554,1009,HSR Layout
195,3,2,3,10833.33333,1800,Basavangudi
52.71,2,2,2,4299.347471,1226,Yelahanka
88,2,2,2,5866.666667,1500,other
79,2,1,2,5796.038151,1363,Electronic City
225,2,1,3,17142.85714,1400,Poorna Pragna Layout
33.64,2,1,2,2887.553648,1165,Bommasandra Industrial Area
220,4,1,4,7879.65616,2792,HSR Layout
59,1,0,1,8428.571429,700,Kammanahalli
42,2,2,2,3962.264151,1060,Kaval Byrasandra
67,2,1,2,5583.333333,1200,Marathahalli
76,3,2,3,5006.587615,1518,other
75,2,2,3,5016.722408,1495,other
90,2,2,2,5714.285714,1575,Sanjay nagar
170,2,2,2,11805.55556,1440,Rajaji Nagar
69,3,1,3,4466.019417,1545,Kasavanhalli
50,3,3,3,3401.360544,1470,Kengeri
95,3,3,3,6333.333333,1500,Cooke Town
81,2,2,3,5586.206897,1450,BTM Layout
49,2,1,2,4156.064461,1179,Hosur Road
110,3,2,3,6666.666667,1650,7th Phase JP Nagar
32,2,2,3,2922.374429,1095,Chandapura
48,2,1,2,5607.476636,856,other
62,2,1,2,5424.32196,1143,other
97.8,2,1,2,7249.814678,1349,Hebbal
45,2,2,3,3515.625,1280,Anjanapura
60,1,1,1,12500,480,Malleshwaram
69.06,2,1,2,5679.276316,1216,Whitefield
115,3,2,3,4612.916165,2493,Doddakallasandra
120,2,1,2,9302.325581,1290,Malleshwaram
96,5,2,5,8000,1200,Banjara Layout
42,2,2,2,3633.217993,1156,Electronic City
44,2,2,2,3577.235772,1230,Thanisandra
33.15,2,2,2,3098.130841,1070,other
49.3,2,1,2,3991.902834,1235,Ramagondanahalli
110,2,1,2,9847.806625,1117,other
124,3,2,3,7192.575406,1724,Kundalahalli
90,4,0,4,7500,1200,Jalahalli
43,1,1,1,7166.666667,600,other
57.9,2,2,3,3000,1930,KR Puram
75,2,1,2,6167.763158,1216,Whitefield
60,3,3,3,4132.231405,1452,KR Puram
78,2,3,2,5756.457565,1355,Whitefield
225,4,2,4,5666.666667,7500,other
190,3,3,3,8857.808858,2145,Sarjapur  Road
53,2,1,2,5538.140021,957,Bommanahalli
48,2,2,2,5189.189189,925,other
59,2,3,2,3806.451613,1550,Bellandur
225,2,1,4,22475,4000,Yelahanka New Town
140,3,2,3,6666.666667,2100,Kanakpura Road
61,2,1,2,5470.852018,1115,Bannerghatta Road
83,3,2,3,4905.437352,1692,Yelahanka
52,2,2,2,4727.272727,1100,other
69,2,2,3,4981.949458,1385,Hormavu
24.9,1,1,1,3276.315789,760,Hosa Road
67,2,2,2,5018.726592,1335,Electronics City Phase 1
45,2,1,2,4945.054945,910,Bommanahalli
55,2,2,3,3416.149068,1610,Kanakpura Road
75.76,2,1,2,5649.515287,1341,Hennur Road
70,3,0,3,5833.333333,1200,other
44.98,2,2,3,3500.389105,1285,Uttarahalli
225,3,2,3,12000,2100,HAL 2nd Stage
92.13,3,2,3,5487.194759,1679,Yeshwanthpur
225,4,2,4,10841.1215,2675,other
45.9,2,1,2,4517.716535,1016,other
225,2,0,4,43333.33333,1500,Banashankari Stage II
100,2,1,3,15151.51515,660,other
225,3,2,3,16339.86928,2448,Rajaji Nagar
35.11,2,2,2,3799.78355,924,Bellandur
31,1,1,1,6200,500,8th Phase JP Nagar
88,3,2,3,4888.888889,1800,other
77,2,3,2,6135.458167,1255,Whitefield
50,2,2,2,4807.692308,1040,Hennur Road
47,2,2,2,4425.612053,1062,other
19.33,2,0,2,2399.751707,805.5,Varthur Road
60,2,1,2,6315.789474,950,Hosur Road
73,2,1,2,6003.289474,1216,Whitefield
98,2,2,2,7538.461538,1300,HSR Layout
65,2,2,2,4676.258993,1390,5th Phase JP Nagar
52.58,2,1,2,5090.029042,1033,Yelahanka
65.31,2,2,2,4698.561151,1390,Yelahanka
52,2,1,2,5098.039216,1020,Jalahalli
34.735,1,0,1,4899.153738,709,Whitefield
45,2,2,2,3947.368421,1140,Whitefield
36.85,1,1,1,5500,670,Yeshwanthpur
111,4,2,4,5112.851221,2171,Bhoganhalli
48,2,1,2,4225.352113,1136,Bannerghatta Road
80,2,2,3,5416.384563,1477,other
30,2,2,2,2997.002997,1001,KR Puram
48.86,2,1,2,4698.076923,1040,Yelahanka
48.5,2,1,2,4575.471698,1060,Garudachar Palya
44.3,2,1,2,3572.580645,1240,Sarjapur
225,5,2,4,12857.14286,3500,other
175,8,3,9,416.6666667,42000,other
46,2,2,2,4299.065421,1070,Varthur
65.8,2,1,2,5251.396648,1253,Electronic City Phase II
60,2,2,2,5042.016807,1190,Whitefield
55,2,2,2,4192.073171,1312,Whitefield
40,2,0,2,5333.333333,750,KR Puram
115,3,2,3,7120.743034,1615,Koramangala
60,2,1,2,5479.452055,1095,Marathahalli
100,3,3,3,5730.659026,1745,Whitefield
52.5,2,2,2,5000,1050,Rachenahalli
225,4,2,4,21153.84615,2080,other
44.6,2,1,2,3655.737705,1220,Thanisandra
98,3,2,3,5465.699944,1793,other
45,1,2,2,4090.909091,1100,Uttarahalli
65,2,3,2,4693.140794,1385,Yelahanka New Town
45,2,2,2,3750,1200,Begur Road
125,2,2,3,6197.322757,2017,Haralur Road
10,1,1,1,2500,400,Attibele
44.81,2,2,3,3200.714286,1400,Bellandur
33,2,1,2,3437.5,960,other
47,2,1,2,4177.777778,1125,Uttarahalli
60,2,2,3,3868.471954,1551,Akshaya Nagar
122,4,2,4,20333.33333,600,BTM Layout
67.4,2,1,2,5409.309791,1246,Vittasandra
224,4,3,4,7000,3200,Whitefield
48,2,1,2,4528.301887,1060,Marathahalli
59,2,2,2,4263.00578,1384,Bharathi Nagar
23,2,1,2,3709.677419,620,other
39.77,2,1,2,3957.21393,1005,Bommasandra
128,3,2,3,10666.66667,1200,Sarakki Nagar
35,3,2,3,2500,1400,other
88,3,3,3,3666.666667,2400,HSR Layout
39,2,1,2,3558.394161,1096,Whitefield
50,1,0,2,4237.288136,1180,Kaggadasapura
47,2,1,3,3615.384615,1300,Uttarahalli
62,2,1,2,6078.431373,1020,other
35,2,0,2,5833.333333,600,Margondanahalli
225,6,1,4,8700.533258,3563,other
47,2,2,2,4034.334764,1165,other
100,3,3,3,5934.718101,1685,Bellandur
53.56,3,3,3,3389.873418,1580,Raja Rajeshwari Nagar
83,2,1,2,6859.504132,1210,Balagere
25.75,1,2,2,2500,1030,Kammasandra
43.5,2,2,2,3954.545455,1100,other
77.68,3,2,3,6189.641434,1255,Hebbal
86,3,2,3,5802.968961,1482,Jakkur
108,2,1,2,8035.714286,1344,Hebbal
39.8,2,2,3,3121.568627,1275,Kothannur
38,3,2,3,8225.108225,462,Vidyaranyapura
225,5,3,4,9636.363636,3300,other
85,2,2,2,7024.793388,1210,Panathur
225,3,3,3,17121.21212,1320,Hebbal
98.13,3,2,3,6405.35248,1532,Hosa Road
110,2,2,2,8835.341365,1245,JP Nagar
50,2,2,2,4125.412541,1212,Nagarbhavi
65,2,1,2,5284.552846,1230,Sarjapur  Road
180,5,2,5,18000,1000,Indira Nagar
