site_location,bath,balcony,price,bhk,price_per_sqft,new_total_sqft,_site_location
7th Phase JP Nagar,2,3,92,3,5476.190476,1680,7th Phase JP Nagar
Electronics City Phase 1,2,2,60,2,4979.253112,1205,Electronics City Phase 1
Raja Rajeshwari Nagar,2,2,86,3,6142.857143,1400,Raja Rajeshwari Nagar
other,3,1,150,3,9230.769231,1625,other
Electronic City,3,1,73,3,4866.666667,1500,Electronic City
Bannerghatta Road,2,3,80,3,5263.157895,1520,Bannerghatta Road
other,3,1,65,2,5000,1300,other
other,2,2,47,2,4086.956522,1150,other
Kadugodi,3,3,109,3,6186.1521,1762,Kadugodi
Budigere,2,2,58,2,5030.355594,1153,Budigere
Yelahanka,4,1,223,4,8415.09434,2650,Yelahanka
Sompura,2,2,47,3,3481.481481,1350,Sompura
Billekahalli,2,2,56,2,5894.736842,950,Billekahalli
Jakkur,3,3,310,3,9408.194234,3295,Jakkur
other,3,3,80.5,3,5313.531353,1515,other
Neeladri Nagar,2,2,30,2,2727.272727,1100,Neeladri Nagar
other,2,2,65,2,5200,1250,other
HBR Layout,2,0,120,2,10000,1200,HBR Layout
5th Phase JP Nagar,8,3,95,7,3800,2500,5th Phase JP Nagar
Hoskote,4,2,100,4,8333.333333,1200,Hoskote
Yelahanka,2,2,51.5,3,3800.738007,1355,Yelahanka
other,3,1,39.14,3,3510.313901,1115,other
8th Phase JP Nagar,3,2,45,3,3529.411765,1275,8th Phase JP Nagar
Padmanabhanagar,3,2,170,3,8288.639688,2051,Padmanabhanagar
BTM Layout,2,2,99,3,6734.693878,1470,BTM Layout
other,2,3,70,3,4516.129032,1550,other
Bannerghatta Road,2,1,73,3,5748.031496,1270,Bannerghatta Road
Bhoganhalli,4,2,111,4,5238.319962,2119,Bhoganhalli
Hebbal Kempapura,3,3,170,3,10625,1600,Hebbal Kempapura
Kudlu Gate,2,2,50,3,3787.878788,1320,Kudlu Gate
other,3,2,165,3,6586.826347,2505,other
other,2,1,54,3,3829.787234,1410,other
Whitefield,2,3,70,2,5833.333333,1200,Whitefield
other,2,1,86.96,3,5100.293255,1705,other
Electronic City,2,1,48,2,4824.120603,995,Electronic City
Horamavu Banaswadi,2,1,52,2,4810.360777,1081,Horamavu Banaswadi
Parappana Agrahara,2,2,46,2,3852.596315,1194,Parappana Agrahara
Sonnenahalli,1,1,30.24,1,4998.347107,605,Sonnenahalli
Yelahanka,1,1,25,1,4409.171076,567,Yelahanka
Rajaji Nagar,3,2,275,2,16006.98487,1718,Rajaji Nagar
Banashankari Stage VI,2,0,70.385,3,4990.074442,1410.5,Banashankari Stage VI
2nd Stage Nagarbhavi,5,1,135,3,22500,600,2nd Stage Nagarbhavi
Green Glen Layout,3,2,105,3,6122.44898,1715,Green Glen Layout
Doddaballapur,5,2,270,4,8421.709295,3206,Doddaballapur
Kundalahalli,4,2,235,4,15666.66667,1500,Kundalahalli
Bannerghatta Road,3,2,120,3,6500.541712,1846,Bannerghatta Road
other,3,1,90,3,15000,600,other
Whitefield,2,3,56,2,5517.241379,1015,Whitefield
other,8,2,2600,4,59770.11494,4350,other
Thanisandra,2,1,36,2,3272.727273,1100,Thanisandra
Thanisandra,4,2,125,3,6361.323155,1965,Thanisandra
NGR Layout,2,2,45.9,2,4495.592556,1021,NGR Layout
Haralur Road,2,1,67.65,2,5500,1230,Haralur Road
Uttarahalli,2,2,55,2,4365.079365,1260,Uttarahalli
Indira Nagar,4,1,700,4,29166.66667,2400,Indira Nagar
Lingadheeranahalli,4,1,114,3,6019.007392,1894,Lingadheeranahalli
2nd Stage Nagarbhavi,4,2,233,6,15533.33333,1500,2nd Stage Nagarbhavi
Jakkur,3,2,131,3,6717.948718,1950,Jakkur
Sector 2 HSR Layout,2,3,66,2,5361.49472,1231,Sector 2 HSR Layout
Mahadevpura,2,1,58,2,4692.556634,1236,Mahadevpura
R.T. Nagar,3,0,120,4,6666.666667,1800,R.T. Nagar
other,3,2,135,3,8181.818182,1650,other
other,3,1,88,5,11733.33333,750,other
Begur,2,2,70,3,4851.004851,1443,Begur
Ramamurthy Nagar,4,2,120,4,13544.01806,886,Ramamurthy Nagar
other,2,1,68,2,7351.351351,925,other
Chandapura,3,1,33.28,3,2550.191571,1305,Chandapura
other,2,2,46.41,2,3900,1190,other
Uttarahalli,2,2,53.36,2,4155.76324,1284,Uttarahalli
other,3,1,45,4,12857.14286,350,other
other,3,1,115,3,13142.85714,875,other
Chikkalasandra,2,1,59,2,4452.830189,1325,Chikkalasandra
other,5,2,750,6,31250,2400,other
Kudlu Gate,2,1,79.54,2,6723.584108,1183,Kudlu Gate
other,3,2,100,3,5714.285714,1750,other
other,4,2,149,4,912.1518212,16335,other
other,1,2,27,1,3614.457831,747,other
Electronic City,2,1,90,2,6706.408346,1342,Electronic City
other,2,1,52,2,4672.057502,1113,other
other,3,2,110,3,6329.113924,1738,other
Brookefield,2,2,90,2,7462.686567,1206,Brookefield
Hebbal,4,3,198,4,7096.774194,2790,Hebbal
Hebbal,2,1,59,2,5077.452668,1162,Hebbal
Parappana Agrahara,2,2,46,2,3852.596315,1194,Parappana Agrahara
Sarjapur  Road,4,3,155,3,8346.795907,1857,Sarjapur  Road
other,6,2,115,6,3285.714286,3500,other
Rajaji Nagar,3,2,240,2,13613.15939,1763,Rajaji Nagar
Uttarahalli,2,1,45.99,2,3999.130435,1150,Uttarahalli
Koramangala,5,3,550,4,22916.66667,2400,Koramangala
Chikkalasandra,2,2,72,2,5581.395349,1290,Chikkalasandra
Thubarahalli,5,2,145,4,4254.694836,3408,Thubarahalli
HBR Layout,2,1,145,2,16111.11111,900,HBR Layout
Sanjay nagar,2,0,70,2,6086.956522,1150,Sanjay nagar
Banashankari,2,1,109,3,10480.76923,1040,Banashankari
Yeshwanthpur,2,2,64.08,2,5524.137931,1160,Yeshwanthpur
other,2,2,27,2,3000,900,other
Sarjapur  Road,3,1,185,4,10571.42857,1750,Sarjapur  Road
Electronic City,2,1,38.12,3,2887.878788,1320,Electronic City
Lingadheeranahalli,4,2,160,4,7142.857143,2240,Lingadheeranahalli
Electronics City Phase 1,2,1,26,2,2918.069585,891,Electronics City Phase 1
other,4,3,80,5,8000,1000,other
Ambedkar Nagar,3,2,125,3,6749.460043,1852,Ambedkar Nagar
Chandapura,2,1,42,3,3174.603175,1323,Chandapura
Vittasandra,2,1,67.5,2,4807.692308,1404,Vittasandra
Dodda Nekkundi,2,2,60,2,4379.562044,1370,Dodda Nekkundi
Uttarahalli,2,2,48.48,3,3500.361011,1385,Uttarahalli
Gollarapalya Hosahalli,2,1,50,2,4428.697963,1129,Gollarapalya Hosahalli
Mahalakshmi Layout,3,1,150,3,7995.735608,1876,Mahalakshmi Layout
other,3,1,95,3,5523.255814,1720,other
Jalahalli East,4,1,80,4,6666.666667,1200,Jalahalli East
Mysore Road,2,2,86.68,2,7377.021277,1175,Mysore Road
other,1,2,51,1,10200,500,other
other,5,2,85,5,7083.333333,1200,other
Electronic City Phase II,1,0,295,1,24583.33333,1200,Electronic City Phase II
Hosa Road,3,2,130,3,6867.406233,1893,Hosa Road
Whitefield,3,2,52,3,3636.363636,1430,Whitefield
other,2,2,45,2,5294.117647,850,other
CV Raman Nagar,2,1,110,2,7902.298851,1392,CV Raman Nagar
Kanakpura Road,3,3,105,3,5417.956656,1938,Kanakpura Road
other,2,2,52,2,5098.039216,1020,other
other,2,1,360,3,15000,2400,other
HBR Layout,3,2,160,3,8733.624454,1832,HBR Layout
Konanakunte,2,2,85,3,5973.295854,1423,Konanakunte
Jakkur,2,1,85,2,5935.75419,1432,Jakkur
other,4,3,235,4,17407.40741,1350,other
BTM 2nd Stage,6,0,270,8,18000,1500,BTM 2nd Stage
CV Raman Nagar,3,2,65,3,4391.891892,1480,CV Raman Nagar
Kanakpura Road,3,2,96.2,3,5219.750407,1843,Kanakpura Road
other,4,2,95,3,12500,760,other
Hulimavu,2,1,150,3,7828.810021,1916,Hulimavu
Hennur,2,1,55.5,2,4422.310757,1255,Hennur
Yelenahalli,2,2,44.08,2,3800,1160,Yelenahalli
Old Madras Road,2,1,170,2,6439.393939,2640,Old Madras Road
Bommanahalli,2,3,53,2,4568.965517,1160,Bommanahalli
Lakshminarayana Pura,2,1,80,2,6666.666667,1200,Lakshminarayana Pura
7th Phase JP Nagar,2,1,44,2,4000,1100,7th Phase JP Nagar
Ramagondanahalli,3,3,100,3,6666.666667,1500,Ramagondanahalli
Electronic City Phase II,2,3,50.35,3,3768.712575,1336,Electronic City Phase II
Choodasandra,2,1,46,2,4319.248826,1065,Choodasandra
Hebbal,2,1,115,2,8887.171561,1294,Hebbal
Rachenahalli,3,2,68.5,3,4419.354839,1550,Rachenahalli
Whitefield,2,1,75,2,6167.763158,1216,Whitefield
other,2,2,40,2,3980.099502,1005,other
7th Phase JP Nagar,2,1,102,3,7132.867133,1430,7th Phase JP Nagar
Frazer Town,4,3,660,4,16097.56098,4100,Frazer Town
Hoodi,3,2,125,3,7530.120482,1660,Hoodi
Thanisandra,2,3,56,3,3916.083916,1430,Thanisandra
Hennur Road,2,1,75,3,5102.040816,1470,Hennur Road
Jalahalli,2,1,76.77,2,7346.411483,1045,Jalahalli
Hebbal,6,0,359,4,8497.04142,4225,Hebbal
Anjanapura,2,0,30,2,3157.894737,950,Anjanapura
Doddathoguru,3,1,65,3,4703.328509,1382,Doddathoguru
BTM 2nd Stage,2,2,46,2,4946.236559,930,BTM 2nd Stage
Sarjapur  Road,2,2,116,3,6987.951807,1660,Sarjapur  Road
other,2,2,71.95,2,5577.51938,1290,other
Whitefield,2,1,45,3,4455.445545,1010,Whitefield
Brookefield,4,2,130,4,4262.295082,3050,Brookefield
Dodda Nekkundi,2,2,71,2,5916.666667,1200,Dodda Nekkundi
other,3,2,140,3,8484.848485,1650,other
Budigere,3,2,88,3,5378.973105,1636,Budigere
Rajaji Nagar,3,2,320,3,13519.22264,2367,Rajaji Nagar
Budigere,2,2,56.55,2,4904.596704,1153,Budigere
Hegde Nagar,4,2,160,3,7666.470213,2087.01,Hegde Nagar
LB Shastri Nagar,2,1,47,2,3916.666667,1200,LB Shastri Nagar
HSR Layout,3,1,89,3,4826.464208,1844,HSR Layout
Begur Road,2,1,43.75,2,3600.823045,1215,Begur Road
Sarjapur  Road,2,1,57,2,4773.869347,1194,Sarjapur  Road
other,2,2,52,2,4262.295082,1220,other
other,4,2,150,4,4761.904762,3150,other
Kanakpura Road,1,1,26,1,4952.380952,525,Kanakpura Road
Bommasandra,2,1,37.97,2,3975.91623,955,Bommasandra
other,5,2,75,5,3750,2000,other
Magadi Road,2,1,48,2,5429.864253,884,Magadi Road
Kathriguppe,2,1,68.75,2,5500,1250,Kathriguppe
Bommasandra Industrial Area,2,1,135,2,1928.571429,7000,Bommasandra Industrial Area
Dodda Nekkundi,4,2,300,3,12500,2400,Dodda Nekkundi
Harlur,4,1,225,4,7525.083612,2990,Harlur
Bellandur,2,1,52,2,4351.464435,1195,Bellandur
other,1,1,55,1,2149.277061,2559,other
Begur,2,1,33,2,2750,1200,Begur
Sarjapur  Road,2,1,45.75,2,4649.390244,984,Sarjapur  Road
Bommasandra,2,1,40,2,3673.094582,1089,Bommasandra
Hennur Road,2,1,52,2,4463.519313,1165,Hennur Road
Chandapura,1,1,10,1,2439.02439,410,Chandapura
Hennur,3,1,110,3,7422.402159,1482,Hennur
Ramamurthy Nagar,2,1,68,2,5666.666667,1200,Ramamurthy Nagar
Kanakapura,3,3,113,3,5830.753354,1938,Kanakapura
Hormavu,2,2,34.97,3,2999.142367,1166,Hormavu
Chikkalasandra,2,2,55.46,3,4349.803922,1275,Chikkalasandra
Mico Layout,2,2,43,2,3771.929825,1140,Mico Layout
Hegde Nagar,5,1,430,4,11515.80075,3734,Hegde Nagar
other,1,2,28,1,3888.888889,720,other
Nagarbhavi,3,2,228,3,19000,1200,Nagarbhavi
other,2,1,90,2,8181.818182,1100,other
Sector 7 HSR Layout,2,2,98.77,2,8500,1162,Sector 7 HSR Layout
Ramamurthy Nagar,1,0,35,1,6481.481481,540,Ramamurthy Nagar
Rachenahalli,2,2,73.5,3,4741.935484,1550,Rachenahalli
R.T. Nagar,3,2,145,3,11153.84615,1300,R.T. Nagar
other,5,1,130,5,10833.33333,1200,other
other,2,2,60,2,4918.032787,1220,other
Doddathoguru,2,1,62,2,6431.53527,964,Doddathoguru
other,3,2,50,3,3333.333333,1500,other
Sarjapur  Road,2,1,44,3,3266.518189,1347,Sarjapur  Road
other,5,2,250,4,5000,5000,other
Bannerghatta Road,4,2,140,4,4666.666667,3000,Bannerghatta Road
Bannerghatta,2,1,42.5,2,3794.642857,1120,Bannerghatta
other,1,1,22.8,1,3800,600,other
Whitefield,4,1,157,3,6764.325722,2321,Whitefield
other,1,2,24,1,4444.444444,540,other
Hebbal,2,1,57,2,4956.521739,1150,Hebbal
Sonnenahalli,3,1,75,3,5053.908356,1484,Sonnenahalli
Ramagondanahalli,2,2,68,3,4047.619048,1680,Ramagondanahalli
other,2,1,23,2,3709.677419,620,other
other,3,2,78,3,4727.272727,1650,other
other,3,2,44,3,3520,1250,other
other,3,2,108,3,5212.355212,2072,other
Sarjapur  Road,2,2,40,2,3619.909502,1105,Sarjapur  Road
Vidyaranyapura,2,2,60.5,2,5041.666667,1200,Vidyaranyapura
Kumaraswami Layout,7,3,145,7,4677.419355,3100,Kumaraswami Layout
Whitefield,4,3,530,4,13226.85301,4007,Whitefield
Electronic City,2,1,16,2,2909.090909,550,Electronic City
Banashankari,2,2,53.6,3,4000,1340,Banashankari
Rajaji Nagar,3,3,395,3,16396.84516,2409,Rajaji Nagar
Haralur Road,2,2,46,2,3852.596315,1194,Haralur Road
Vittasandra,2,1,65,2,5216.693419,1246,Vittasandra
Old Airport Road,2,3,75,2,7109.004739,1055,Old Airport Road
Hosa Road,3,1,69.61,3,4517.196626,1541,Hosa Road
Harlur,2,2,88,2,6423.357664,1370,Harlur
Whitefield,2,2,75,2,6127.45098,1224,Whitefield
Kengeri Satellite Town,2,1,58,4,8923.076923,650,Kengeri Satellite Town
Kambipura,2,1,39,2,4416.761042,883,Kambipura
Yeshwanthpur,3,2,92.13,3,5497.016706,1676,Yeshwanthpur
other,2,1,57,2,4939.341421,1154,other
Kanakpura Road,3,3,78.5,3,4875.776398,1610,Kanakpura Road
other,2,1,42,2,3973.509934,1057,other
Raja Rajeshwari Nagar,2,1,65,2,5617.977528,1157,Raja Rajeshwari Nagar
other,4,1,85,4,7083.333333,1200,other
other,7,3,130,7,8666.666667,1500,other
other,2,3,35,2,3571.428571,980,other
Sarjapur  Road,2,1,40,2,3508.77193,1140,Sarjapur  Road
Raja Rajeshwari Nagar,2,1,40.7,2,3374.792703,1206,Raja Rajeshwari Nagar
Electronic City Phase II,1,1,16.75,1,2913.043478,575,Electronic City Phase II
Koramangala,3,1,170,3,10625,1600,Koramangala
other,4,1,500,4,20833.33333,2400,other
Horamavu Agara,2,2,52,3,4000,1300,Horamavu Agara
other,2,1,35.56,3,2800,1270,other
Electronic City,2,1,63.5,2,5629.432624,1128,Electronic City
Electronics City Phase 1,1,1,45,1,7031.25,640,Electronics City Phase 1
other,3,2,185,3,7708.333333,2400,other
TC Palaya,2,0,66,3,5500,1200,TC Palaya
Kanakapura,2,2,38.15,2,3500,1090,Kanakapura
Electronic City,1,1,29,1,4923.599321,589,Electronic City
Electronic City,2,1,28.13,2,2500.444444,1125,Electronic City
Kogilu,2,2,50.66,2,4443.859649,1140,Kogilu
Sarjapur  Road,4,2,500,4,15873.01587,3150,Sarjapur  Road
Kundalahalli,2,3,74,2,5627.376426,1315,Kundalahalli
Bellandur,2,2,115,3,8013.937282,1435,Bellandur
Haralur Road,2,2,44,2,4029.304029,1092,Haralur Road
Kadugodi,2,3,80,2,6088.280061,1314,Kadugodi
Koramangala,2,1,100,2,7936.507937,1260,Koramangala
other,5,1,192,7,10240,1875,other
Nagarbhavi,2,1,49,2,4537.037037,1080,Nagarbhavi
Nagasandra,8,3,160,8,4000,4000,Nagasandra
Mysore Road,2,1,45,3,4158.96488,1082,Mysore Road
Jakkur,3,2,65,3,5652.173913,1150,Jakkur
Hennur Road,2,1,34.72,2,3300.380228,1052,Hennur Road
Yelahanka,2,1,45,2,4306.220096,1045,Yelahanka
Kodigehaali,3,2,80,3,5547.850208,1442,Kodigehaali
Kaggadasapura,2,2,75,3,5000,1500,Kaggadasapura
Marsur,1,1,20,2,4024.144869,497,Marsur
Hennur,2,1,53.57,2,4268.525896,1255,Hennur
other,3,2,79,3,5516.759777,1432,other
Kundalahalli,3,2,150,3,7142.857143,2100,Kundalahalli
Hennur Road,2,2,80,2,5517.241379,1450,Hennur Road
Sarjapur  Road,2,1,69.61,2,5171.619614,1346,Sarjapur  Road
Kumaraswami Layout,2,2,29,2,2416.666667,1200,Kumaraswami Layout
Electronic City Phase II,2,1,49.82,3,5385.945946,925,Electronic City Phase II
Dasarahalli,2,2,49,2,4224.137931,1160,Dasarahalli
Lingadheeranahalli,3,3,81.31,3,4598.9819,1768,Lingadheeranahalli
Kothanur,2,2,54,2,4936.014625,1094,Kothanur
other,3,3,90,3,6000,1500,other
Gubbalala,3,2,130,3,7449.856734,1745,Gubbalala
Bommanahalli,7,2,85,7,2956.521739,2875,Bommanahalli
other,3,3,425,4,12142.85714,3500,other
Sonnenahalli,3,1,50,3,3225.806452,1550,Sonnenahalli
Rajiv Nagar,5,1,160,4,6837.606838,2340,Rajiv Nagar
Whitefield,3,2,113,3,6827.794562,1655,Whitefield
Battarahalli,3,2,103,3,5088.932806,2024,Battarahalli
other,5,0,425,4,13709.67742,3100,other
Jalahalli,4,3,100,3,6349.206349,1575,Jalahalli
Iblur Village,3,2,130,3,6770.833333,1920,Iblur Village
Sarjapur  Road,4,2,744,4,12000,6200,Sarjapur  Road
Kambipura,2,1,55,3,5083.179298,1082,Kambipura
BTM 2nd Stage,2,3,55,3,4347.826087,1265,BTM 2nd Stage
other,2,2,45,3,4090.909091,1100,other
Margondanahalli,2,1,65,2,5603.448276,1160,Margondanahalli
Vittasandra,2,1,67.4,2,5409.309791,1246,Vittasandra
Hosa Road,1,1,43.08,1,7004.878049,615,Hosa Road
7th Phase JP Nagar,2,1,60,2,5319.148936,1128,7th Phase JP Nagar
other,2,1,55,2,4365.079365,1260,other
Bellandur,3,3,89.89,3,4912.021858,1830,Bellandur
Sarjapur,2,2,68,3,4459.016393,1525,Sarjapur
Yelahanka,2,1,30,1,4983.388704,602,Yelahanka
Kumaraswami Layout,4,2,400,7,13333.33333,3000,Kumaraswami Layout
Hegde Nagar,3,3,89,3,4850.13624,1835,Hegde Nagar
Kanakpura Road,3,3,62.6,3,5008,1250,Kanakpura Road
other,4,1,110,4,9166.666667,1200,other
Murugeshpalya,3,3,96,3,5175.202156,1855,Murugeshpalya
Kanakpura Road,3,3,60.91,3,4200.689655,1450,Kanakpura Road
Sarjapur  Road,3,2,148,3,7084.729536,2089,Sarjapur  Road
Haralur Road,3,2,56,3,3825.136612,1464,Haralur Road
Banashankari Stage VI,3,2,200,4,4166.666667,4800,Banashankari Stage VI
Begur Road,2,2,44.73,2,3727.5,1200,Begur Road
Sarjapur,2,1,45,2,4109.589041,1095,Sarjapur
Ambedkar Nagar,3,2,297,3,10241.37931,2900,Ambedkar Nagar
BTM 2nd Stage,3,2,345,3,13800,2500,BTM 2nd Stage
Kothanur,3,2,80,3,6837.606838,1170,Kothanur
6th Phase JP Nagar,2,1,88,2,6875,1280,6th Phase JP Nagar
Rajaji Nagar,2,0,105,2,8578.431373,1224,Rajaji Nagar
Thanisandra,3,1,125,3,7378.984652,1694,Thanisandra
Electronic City,2,1,30,2,3636.363636,825,Electronic City
Sarjapur  Road,3,1,98.38,3,6102.977667,1612,Sarjapur  Road
Chandapura,2,1,25.12,2,2550.253807,985,Chandapura
Murugeshpalya,2,2,75,2,6382.978723,1175,Murugeshpalya
other,1,0,24,1,4000,600,other
Whitefield,3,3,85,3,4885.057471,1740,Whitefield
other,3,2,99,3,5593.220339,1770,other
HAL 2nd Stage,7,3,260,8,26000,1000,HAL 2nd Stage
Horamavu Agara,2,1,46,2,4220.183486,1090,Horamavu Agara
other,3,0,650,6,28322.44009,2295,other
Whitefield,5,1,331,5,7987.451737,4144,Whitefield
other,3,1,130,3,7222.222222,1800,other
Jigani,3,3,65,3,5323.505324,1221,Jigani
8th Phase JP Nagar,2,1,48,2,4588.910134,1046,8th Phase JP Nagar
Uttarahalli,2,3,56.12,3,4350.387597,1290,Uttarahalli
Electronic City Phase II,2,1,30.76,2,2888.262911,1065,Electronic City Phase II
Ambedkar Nagar,4,2,121,3,6540.540541,1850,Ambedkar Nagar
Battarahalli,2,1,49,2,4466.727438,1097,Battarahalli
Kalena Agrahara,3,2,70,2,5833.333333,1200,Kalena Agrahara
Varthur,3,2,170,3,7870.37037,2160,Varthur
Anekal,2,2,52,2,4561.403509,1140,Anekal
Thigalarapalya,2,2,98,2,7555.898227,1297,Thigalarapalya
Padmanabhanagar,2,0,50,2,4347.826087,1150,Padmanabhanagar
other,2,1,45,2,3272.727273,1375,other
Babusapalaya,2,2,58,2,4658.634538,1245,Babusapalaya
other,6,1,948,4,19957.89474,4750,other
Nagarbhavi,3,0,180,4,10000,1800,Nagarbhavi
Brookefield,3,2,140,3,8782.93601,1594,Brookefield
TC Palaya,2,0,66,3,5500,1200,TC Palaya
Chandapura,1,1,16.45,1,2550.387597,645,Chandapura
Kanakpura Road,2,2,36,2,5142.857143,700,Kanakpura Road
Rajaji Nagar,4,0,650,5,26000,2500,Rajaji Nagar
Raja Rajeshwari Nagar,2,0,50,2,5000,1000,Raja Rajeshwari Nagar
Whitefield,5,1,540,6,13500,4000,Whitefield
Begur Road,2,2,42,2,3620.689655,1160,Begur Road
other,6,0,85,6,7083.333333,1200,other
OMBR Layout,3,0,140,5,23333.33333,600,OMBR Layout
other,2,2,95,3,6050.955414,1570,other
Sarjapur  Road,2,2,88,2,6821.705426,1290,Sarjapur  Road
Kudlu Gate,2,1,44.4,2,3700,1200,Kudlu Gate
other,5,2,649,3,23368.10344,2777.29,other
other,3,0,180,3,8000,2250,other
other,2,2,172,2,13543.30709,1270,other
other,2,2,44,2,3842.79476,1145,other
Chikkabanavar,2,2,46,3,3484.848485,1320,Chikkabanavar
Electronic City Phase II,2,1,30.75,2,2887.323944,1065,Electronic City Phase II
Whitefield,3,2,48,3,2909.090909,1650,Whitefield
Sarjapur  Road,2,1,86,2,6272.793581,1371,Sarjapur  Road
other,5,2,150,5,5555.555556,2700,other
Electronic City,3,1,94.5,3,6000,1575,Electronic City
Yelahanka,2,2,66,2,4845.814978,1362,Yelahanka
other,0,2,353,5,10996.88474,3210,other
Haralur Road,3,1,90,3,7171.314741,1255,Haralur Road
Whitefield,2,1,35,2,3783.783784,925,Whitefield
Electronics City Phase 1,2,1,30.46,2,2799.632353,1088,Electronics City Phase 1
Yelahanka,2,2,80,2,6482.982172,1234,Yelahanka
Sarjapur  Road,3,2,139,3,6495.327103,2140,Sarjapur  Road
Thubarahalli,3,2,101,3,6376.262626,1584,Thubarahalli
Whitefield,2,2,50,2,4255.319149,1175,Whitefield
Sarjapura - Attibele Road,3,3,52,3,3344.051447,1555,Sarjapura - Attibele Road
Chandapura,1,1,16.45,1,2550.387597,645,Chandapura
Dodda Nekkundi,2,2,79,3,4984.227129,1585,Dodda Nekkundi
Kalena Agrahara,2,2,71,2,5243.722304,1354,Kalena Agrahara
other,2,2,45,2,3862.660944,1165,other
Kumaraswami Layout,3,1,75,3,6250,1200,Kumaraswami Layout
Hebbal,2,1,137,3,7873.563218,1740,Hebbal
Hebbal,9,2,185,9,15416.66667,1200,Hebbal
Rachenahalli,2,1,50.17,2,5093.401015,985,Rachenahalli
Chandapura,2,1,36,2,3000,1200,Chandapura
other,4,2,70,3,11666.66667,600,other
other,2,2,47,3,3507.462687,1340,other
Begur Road,3,1,95.23,3,6015.792798,1583,Begur Road
other,5,2,325,4,27083.33333,1200,other
Basaveshwara Nagar,1,1,180,2,15000,1200,Basaveshwara Nagar
Bannerghatta Road,2,0,61.74,2,5500.222717,1122.5,Bannerghatta Road
Thanisandra,3,2,100,3,6357.279085,1573,Thanisandra
CV Raman Nagar,2,2,42.88,2,3494.702526,1227,CV Raman Nagar
other,2,1,60,2,4958.677686,1210,other
Basavangudi,3,3,125,3,7575.757576,1650,Basavangudi
Chikkalasandra,4,2,300,5,30000,1000,Chikkalasandra
Raja Rajeshwari Nagar,2,2,63,3,4242.424242,1485,Raja Rajeshwari Nagar
Haralur Road,3,2,97,3,5590.778098,1735,Haralur Road
Hebbal Kempapura,3,2,175,3,10115.60694,1730,Hebbal Kempapura
other,3,2,86,3,5106.888361,1684,other
other,3,3,77,3,4567.022539,1686,other
other,3,3,82,3,4957.678356,1654,other
Green Glen Layout,3,3,105,3,6562.5,1600,Green Glen Layout
KR Puram,2,1,39.9,2,3627.272727,1100,KR Puram
Bannerghatta Road,3,3,95,3,5740.181269,1655,Bannerghatta Road
Hennur,3,3,121,3,6612.021858,1830,Hennur
Hebbal,3,1,85,3,5944.055944,1430,Hebbal
Judicial Layout,4,3,155,3,7792.860734,1989,Judicial Layout
Sarjapur  Road,2,2,55,2,5268.199234,1044,Sarjapur  Road
Banashankari,3,2,85,3,5960.729313,1426,Banashankari
Choodasandra,2,2,50,2,4484.304933,1115,Choodasandra
Yelahanka,2,1,29,2,2900,1000,Yelahanka
Kathriguppe,2,0,69.99,2,9282.493369,754,Kathriguppe
Electronic City Phase II,2,1,33.06,2,2900,1140,Electronic City Phase II
Kodichikkanahalli,2,1,35,2,3888.888889,900,Kodichikkanahalli
other,2,3,50,2,4166.666667,1200,other
Malleshwaram,1,1,45,1,7758.62069,580,Malleshwaram
TC Palaya,2,0,66,3,5500,1200,TC Palaya
Munnekollal,2,1,50.36,2,4889.320388,1030,Munnekollal
Koramangala,4,3,150,3,7853.403141,1910,Koramangala
other,3,3,132,3,6769.230769,1950,other
Kundalahalli,3,1,125,3,7250.580046,1724,Kundalahalli
other,2,2,130,3,10833.33333,1200,other
Rajaji Nagar,2,0,225,2,17123.28767,1314,Rajaji Nagar
Kothanur,2,2,65,2,4642.857143,1400,Kothanur
Kaggadasapura,2,2,68,3,4857.142857,1400,Kaggadasapura
Hulimavu,2,2,44.6,2,4000,1115,Hulimavu
Bharathi Nagar,2,2,55.86,2,4296.923077,1300,Bharathi Nagar
other,4,1,150,4,6250,2400,other
Kanakpura Road,2,1,108,2,8108.108108,1332,Kanakpura Road
Abbigere,2,1,41,2,4100,1000,Abbigere
Whitefield,3,2,67.75,3,5645.833333,1200,Whitefield
Whitefield,4,2,145,4,5932.89689,2444,Whitefield
Electronic City,2,1,48,2,4485.981308,1070,Electronic City
Sarjapur  Road,3,1,85,3,5312.5,1600,Sarjapur  Road
Marathahalli,2,2,57.95,2,4845.317726,1196,Marathahalli
Electronic City,2,1,54,2,5268.292683,1025,Electronic City
Choodasandra,3,2,56,3,4590.163934,1220,Choodasandra
Sarjapur  Road,4,3,180,3,8256.880734,2180,Sarjapur  Road
other,3,2,102,3,6375,1600,other
Whitefield,2,1,110,2,8661.417323,1270,Whitefield
other,4,2,460,3,13981.76292,3290,other
Jakkur,3,2,183,3,9469.745973,1932.47,Jakkur
Jalahalli,3,2,160,3,7670.182167,2086,Jalahalli
Old Madras Road,2,1,51.42,2,4413.733906,1165,Old Madras Road
Marathahalli,3,1,63.25,3,4828.244275,1310,Marathahalli
Rajaji Nagar,2,2,165,2,11458.33333,1440,Rajaji Nagar
Electronics City Phase 1,3,2,85,3,4473.684211,1900,Electronics City Phase 1
Chandapura,1,1,22,2,2972.972973,740,Chandapura
Yeshwanthpur,3,3,138,3,5513.383939,2503,Yeshwanthpur
